RoutePair,Year,Month,TotalPax
JODHPUR - PUNE,2023,8,7235.0
JODHPUR - PUNE,2023,9,6769.0
JODHPUR - PUNE,2023,10,5933.0
JODHPUR - PUNE,2023,11,4054.0
JODHPUR - PUNE,2023,12,8845.0
JODHPUR - PUNE,2024,1,8921.0
JODHPUR - PUNE,2024,2,8248.0
JODHPUR - PUNE,2024,3,7734.0
JODHPUR - PUNE,2024,4,7788.0
JODHPUR - PUNE,2024,6,7510.0
JODHPUR - PUNE,2024,7,7978.0
JODHPUR - PUNE,2024,8,7727.0
JODHPUR - PUNE,2024,9,5212.0
JODHPUR - PUNE,2024,10,7607.0
JODHPUR - PUNE,2024,11,8470.0
JODHPUR - PUNE,2024,12,8990.0
JODHPUR - PUNE,2025,1,9227.0
JODHPUR - PUNE,2025,2,8205.0
JODHPUR - PUNE,2025,3,8162.0
JODHPUR - PUNE,2025,4,8300.0
JODHPUR - PUNE,2025,5,5503.0
JODHPUR - PUNE,2025,6,7060.0
JODHPUR - PUNE,2025,7,7008.0
JODHPUR - PUNE,2025,8,8288.0
JODHPUR - PUNE,2025,9,7664.0
JODHPUR - PUNE,2025,10,8821.0
JODHPUR - PUNE,2025,11,10541.0
JODHPUR - PUNE,2025,12,9512.0
JODHPUR - PUNE,2026,1,9633.0
JODHPUR - PUNE,2026,2,10067.0
JODHPUR - PUNE,2026,3,7054.0
JODHPUR - PUNE,2026,4,1017.0
JODHPUR - RAIPUR,2019,12,355.0
JODHPUR - RAJKOT,2021,11,453.0
JODHPUR - SURAT,2017,12,2266.0
JODHPUR - SURAT,2018,1,2336.0
JODHPUR - SURAT,2018,2,3022.0
JODHPUR - SURAT,2021,11,216.0
JODHPUR - UDAIPUR,2018,10,0.0
JODHPUR - UDAIPUR,2019,10,0.0
JODHPUR - UDAIPUR,2020,1,6.0
JODHPUR - UDAIPUR,2020,3,8.0
JODHPUR - UDAIPUR,2021,11,1.0
JODHPUR - VADODARA,2019,2,49.0
JORHAT  - KOLKATA,2026,1,12195.0
JORHAT  - KOLKATA,2026,2,10770.0
JORHAT  - KOLKATA,2026,3,12336.0
JORHAT  - KOLKATA,2026,4,11370.0
JORHAT - KOLKATA,2015,4,3900.0
JORHAT - KOLKATA,2015,5,3653.0
JORHAT - KOLKATA,2015,6,3143.0
JORHAT - KOLKATA,2015,7,3584.0
JORHAT - KOLKATA,2015,8,3389.0
JORHAT - KOLKATA,2015,9,3325.0
JORHAT - KOLKATA,2015,10,3291.0
JORHAT - KOLKATA,2015,11,3432.0
JORHAT - KOLKATA,2015,12,3384.0
JORHAT - KOLKATA,2016,1,3597.0
JORHAT - KOLKATA,2016,2,3247.0
JORHAT - KOLKATA,2016,3,3478.0
JORHAT - KOLKATA,2016,4,3028.0
JORHAT - KOLKATA,2016,5,3217.0
JORHAT - KOLKATA,2016,6,2789.0
JORHAT - KOLKATA,2016,7,2977.0
JORHAT - KOLKATA,2016,8,2559.0
JORHAT - KOLKATA,2016,9,2468.0
JORHAT - KOLKATA,2016,10,2630.0
JORHAT - KOLKATA,2016,11,2962.0
JORHAT - KOLKATA,2016,12,3743.0
JORHAT - KOLKATA,2017,1,3505.0
JORHAT - KOLKATA,2017,2,3060.0
JORHAT - KOLKATA,2017,3,2494.0
JORHAT - KOLKATA,2017,4,3400.0
JORHAT - KOLKATA,2017,5,3399.0
JORHAT - KOLKATA,2017,6,2357.0
JORHAT - KOLKATA,2017,7,2862.0
JORHAT - KOLKATA,2017,8,2795.0
JORHAT - KOLKATA,2017,9,2479.0
JORHAT - KOLKATA,2017,10,2713.0
JORHAT - KOLKATA,2017,11,3180.0
JORHAT - KOLKATA,2017,12,3125.0
JORHAT - KOLKATA,2018,1,3597.0
JORHAT - KOLKATA,2018,2,3032.0
JORHAT - KOLKATA,2018,3,2441.0
JORHAT - KOLKATA,2018,8,5016.0
JORHAT - KOLKATA,2018,9,5117.0
JORHAT - KOLKATA,2018,10,6605.0
JORHAT - KOLKATA,2018,11,6914.0
JORHAT - KOLKATA,2018,12,9404.0
JORHAT - KOLKATA,2019,1,8499.0
JORHAT - KOLKATA,2019,2,9251.0
JORHAT - KOLKATA,2019,3,9691.0
JORHAT - KOLKATA,2019,4,9998.0
JORHAT - KOLKATA,2019,5,10091.0
JORHAT - KOLKATA,2019,6,10108.0
JORHAT - KOLKATA,2019,7,10207.0
JORHAT - KOLKATA,2019,8,9148.0
JORHAT - KOLKATA,2019,9,8948.0
JORHAT - KOLKATA,2019,10,9815.0
JORHAT - KOLKATA,2019,11,9133.0
JORHAT - KOLKATA,2019,12,9600.0
JORHAT - KOLKATA,2020,1,9752.0
JORHAT - KOLKATA,2020,2,8409.0
JORHAT - KOLKATA,2020,3,6070.0
JORHAT - KOLKATA,2020,6,1127.0
JORHAT - KOLKATA,2020,7,1452.0
JORHAT - KOLKATA,2020,8,1500.0
JORHAT - KOLKATA,2020,9,1992.0
JORHAT - KOLKATA,2020,10,2531.0
JORHAT - KOLKATA,2020,11,2883.0
JORHAT - KOLKATA,2020,12,3835.0
JORHAT - KOLKATA,2021,1,4077.0
JORHAT - KOLKATA,2021,2,4303.0
JORHAT - KOLKATA,2021,3,3755.0
JORHAT - KOLKATA,2021,4,4336.0
JORHAT - KOLKATA,2021,6,221.0
JORHAT - KOLKATA,2021,7,2218.0
JORHAT - KOLKATA,2021,8,951.0
JORHAT - KOLKATA,2021,9,2414.0
JORHAT - KOLKATA,2021,10,4092.0
JORHAT - KOLKATA,2021,11,6405.0
JORHAT - KOLKATA,2021,12,7091.0
JORHAT - KOLKATA,2022,1,4359.0
JORHAT - KOLKATA,2022,2,3817.0
JORHAT - KOLKATA,2022,3,5200.0
JORHAT - KOLKATA,2022,4,7765.0
JORHAT - KOLKATA,2022,5,7764.0
JORHAT - KOLKATA,2022,6,7217.0
JORHAT - KOLKATA,2022,7,7362.0
JORHAT - KOLKATA,2022,8,7488.0
JORHAT - KOLKATA,2022,9,6423.0
JORHAT - KOLKATA,2022,10,7765.0
JORHAT - KOLKATA,2022,11,6682.0
JORHAT - KOLKATA,2022,12,6769.0
JORHAT - KOLKATA,2023,1,6307.0
JORHAT - KOLKATA,2023,2,7255.0
JORHAT - KOLKATA,2023,3,8149.0
JORHAT - KOLKATA,2023,4,7380.0
JORHAT - KOLKATA,2023,5,8331.0
JORHAT - KOLKATA,2023,6,7803.0
JORHAT - KOLKATA,2023,7,8504.0
JORHAT - KOLKATA,2023,8,8390.0
JORHAT - KOLKATA,2023,9,8963.0
JORHAT - KOLKATA,2023,10,9402.0
JORHAT - KOLKATA,2023,11,9591.0
JORHAT - KOLKATA,2023,12,10086.0
JORHAT - KOLKATA,2024,1,10032.0
JORHAT - KOLKATA,2024,2,8904.0
JORHAT - KOLKATA,2024,3,10103.0
JORHAT - KOLKATA,2024,4,10646.0
JORHAT - KOLKATA,2024,6,10235.0
JORHAT - KOLKATA,2024,7,10559.0
JORHAT - KOLKATA,2024,8,9869.0
JORHAT - KOLKATA,2024,9,9189.0
JORHAT - KOLKATA,2024,10,10109.0
JORHAT - KOLKATA,2024,11,10241.0
JORHAT - KOLKATA,2024,12,10673.0
JORHAT - KOLKATA,2025,1,12925.0
JORHAT - KOLKATA,2025,2,10839.0
JORHAT - KOLKATA,2025,3,12694.0
JORHAT - KOLKATA,2025,4,10263.0
JORHAT - KOLKATA,2025,5,10008.0
JORHAT - KOLKATA,2025,6,8916.0
JORHAT - KOLKATA,2025,7,9678.0
JORHAT - KOLKATA,2025,8,9335.0
JORHAT - KOLKATA,2025,9,7527.0
JORHAT - KOLKATA,2025,10,8560.0
JORHAT - KOLKATA,2025,11,10908.0
JORHAT - KOLKATA,2025,12,11492.0
JORHAT - LUCKNOW,2017,10,7.0
JORHAT - LUCKNOW,2017,11,6.0
JORHAT - LUCKNOW,2017,12,6.0
JORHAT - LUCKNOW,2018,1,2.0
JORHAT - LUCKNOW,2018,2,6.0
JORHAT - LUCKNOW,2018,3,5.0
JORHAT - MUMBAI,2018,3,124.0
JORHAT - MUMBAI,2018,4,788.0
JORHAT - MUMBAI,2018,5,918.0
JORHAT - MUMBAI,2018,6,887.0
JORHAT - MUMBAI,2018,7,730.0
JORHAT - MUMBAI,2018,8,674.0
JORHAT - MUMBAI,2018,9,562.0
JORHAT - MUMBAI,2018,10,617.0
JORHAT - MUMBAI,2018,11,626.0
JORHAT - MUMBAI,2018,12,760.0
JORHAT - MUMBAI,2019,1,901.0
JORHAT - MUMBAI,2019,2,253.0
JORHAT - NAGPUR,2022,2,7.0
JORHAT - PASIGHAT,2024,12,19.0
JORHAT - PASIGHAT,2025,1,14.0
JORHAT - PASIGHAT,2025,4,9.0
JORHAT - PASIGHAT,2025,5,19.0
JORHAT - PASIGHAT,2025,6,11.0
JORHAT - TEZU,2024,10,7.0
JORHAT - TEZU,2024,11,73.0
JORHAT - TEZU,2024,12,739.0
JORHAT - TEZU,2025,1,482.0
JORHAT - TEZU,2025,4,150.0
JORHAT - TEZU,2025,5,51.0
JORHAT - TEZU,2025,6,104.0
JORHAT - TEZU,2025,7,52.0
JORHAT - TEZU,2025,8,38.0
JORHAT - TEZU,2025,9,49.0
JORHAT - TEZU,2025,10,12.0
KADAPA - VIJAYAWADA,2019,1,3314.0
KADAPA - VIJAYAWADA,2019,2,2531.0
KADAPA - VIJAYAWADA,2019,3,2631.0
KADAPA - VIJAYAWADA,2019,4,2814.0
KADAPA - VIJAYAWADA,2019,5,3104.0
KADAPA - VIJAYAWADA,2019,6,3119.0
KADAPA - VIJAYAWADA,2019,7,3029.0
KADAPA - VIJAYAWADA,2019,8,3068.0
KADAPA - VIJAYAWADA,2019,9,2257.0
KADAPA - VIJAYAWADA,2019,10,3038.0
KADAPA - VIJAYAWADA,2019,11,3315.0
KADAPA - VIJAYAWADA,2019,12,3512.0
KADAPA - VIJAYAWADA,2020,1,3087.0
KADAPA - VIJAYAWADA,2020,2,3571.0
KADAPA - VIJAYAWADA,2020,3,2745.0
KADAPA - VIJAYAWADA,2020,5,58.0
KADAPA - VIJAYAWADA,2020,6,947.0
KADAPA - VIJAYAWADA,2020,7,515.0
KADAPA - VIJAYAWADA,2020,8,68.0
KADAPA - VIJAYAWADA,2020,9,131.0
KADAPA - VIJAYAWADA,2020,10,1370.0
KADAPA - VIJAYAWADA,2020,11,1199.0
KADAPA - VIJAYAWADA,2020,12,2883.0
KADAPA - VIJAYAWADA,2021,1,3002.0
KADAPA - VIJAYAWADA,2021,2,2462.0
KADAPA - VIJAYAWADA,2021,3,2633.0
KADAPA - VIJAYAWADA,2021,4,1507.0
KADAPA - VIJAYAWADA,2022,3,75.0
KADAPA - VIJAYAWADA,2022,4,433.0
KADAPA - VIJAYAWADA,2022,5,357.0
KADAPA - VIJAYAWADA,2022,6,388.0
KADAPA - VIJAYAWADA,2022,7,468.0
KADAPA - VIJAYAWADA,2022,8,429.0
KADAPA - VIJAYAWADA,2022,9,577.0
KADAPA - VIJAYAWADA,2022,10,792.0
KADAPA - VIJAYAWADA,2022,11,436.0
KADAPA - VIJAYAWADA,2022,12,470.0
KADAPA - VIJAYAWADA,2023,2,566.0
KADAPA - VIJAYAWADA,2023,3,644.0
KADAPA - VIJAYAWADA,2023,4,594.0
KADAPA - VIJAYAWADA,2023,5,771.0
KADAPA - VISAKHAPATNAM,2022,3,150.0
KADAPA - VISAKHAPATNAM,2022,4,1126.0
KADAPA - VISAKHAPATNAM,2022,5,964.0
KADAPA - VISAKHAPATNAM,2022,6,1259.0
KADAPA - VISAKHAPATNAM,2022,7,1048.0
KADAPA - VISAKHAPATNAM,2022,8,1104.0
KADAPA - VISAKHAPATNAM,2022,9,759.0
KADAPA - VISAKHAPATNAM,2022,10,882.0
KADAPA - VISAKHAPATNAM,2022,11,520.0
KADAPA - VISAKHAPATNAM,2022,12,777.0
KADAPA - VISAKHAPATNAM,2023,2,475.0
KADAPA - VISAKHAPATNAM,2023,3,723.0
KADAPA - VISAKHAPATNAM,2023,4,591.0
KADAPA - VISAKHAPATNAM,2023,5,925.0
KALABURAGI - TIRUPATI,2022,11,662.0
KALABURAGI - TIRUPATI,2023,1,639.0
KALABURAGI - TIRUPATI,2023,2,791.0
KALABURAGI - TIRUPATI,2023,3,906.0
KALABURAGI - TIRUPATI,2023,4,1005.0
KALABURAGI - TIRUPATI,2023,5,1293.0
KALABURAGI - TIRUPATI,2023,6,1019.0
KALABURAGI - TIRUPATI,2023,7,1420.0
KALABURAGI - TIRUPATI,2023,8,1189.0
KALABURAGI - TIRUPATI,2023,9,1090.0
KALABURAGI - TIRUPATI,2023,10,1071.0
KALABURAGI - TIRUPATI,2023,11,1740.0
KALABURAGI - TIRUPATI,2023,12,1571.0
KALABURAGI - TIRUPATI,2024,1,1322.0
KALABURAGI - TIRUPATI,2024,2,1133.0
KALABURAGI - TIRUPATI,2024,3,1542.0
KALABURAGI - TIRUPATI,2024,4,781.0
KALABURAGI - TIRUPATI,2024,6,705.0
KALABURAGI - VIDYANAGAR,2023,11,18.0
"KALABURAGI, KARNATAKA - KOZHIKODE",2020,11,23.0
"KALABURAGI, KARNATAKA - KOZHIKODE",2020,12,49.0
"KALABURAGI, KARNATAKA - KOZHIKODE",2021,1,21.0
"KALABURAGI, KARNATAKA - KOZHIKODE",2021,2,5.0
"KALABURAGI, KARNATAKA - MUMBAI",2020,11,125.0
"KALABURAGI, KARNATAKA - MUMBAI",2021,3,55.0
"KALABURAGI, KARNATAKA - MUMBAI",2021,4,77.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,1,764.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,2,1222.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,3,1324.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,4,693.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,6,945.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,7,893.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,8,991.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,9,644.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,10,820.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,11,640.0
"KALABURAGI, KARNATAKA - TIRUPATI",2021,12,790.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,1,528.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,2,673.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,3,1114.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,4,1113.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,5,1071.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,6,642.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,7,500.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,8,706.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,9,468.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,10,326.0
"KALABURAGI, KARNATAKA - TIRUPATI",2022,12,358.0
KANDLA - MUMBAI,2017,7,3102.0
KANDLA - MUMBAI,2017,8,4131.0
KANDLA - MUMBAI,2017,9,4423.0
KANDLA - MUMBAI,2017,10,4620.0
KANDLA - MUMBAI,2017,11,4490.0
KANDLA - MUMBAI,2017,12,4741.0
KANDLA - MUMBAI,2018,1,4820.0
KANDLA - MUMBAI,2018,2,4335.0
KANDLA - MUMBAI,2018,3,4778.0
KANDLA - MUMBAI,2018,4,4222.0
KANDLA - MUMBAI,2018,5,4492.0
KANDLA - MUMBAI,2018,6,4352.0
KANDLA - MUMBAI,2018,7,4696.0
KANDLA - MUMBAI,2018,8,4177.0
KANDLA - MUMBAI,2018,9,4337.0
KANDLA - MUMBAI,2018,10,4354.0
KANDLA - MUMBAI,2018,11,4653.0
KANDLA - MUMBAI,2018,12,4769.0
KANDLA - MUMBAI,2019,1,4474.0
KANDLA - MUMBAI,2019,2,2647.0
KANDLA - MUMBAI,2019,3,2940.0
KANDLA - MUMBAI,2019,4,4541.0
KANDLA - MUMBAI,2019,5,4466.0
KANDLA - MUMBAI,2019,6,4120.0
KANDLA - MUMBAI,2019,7,4184.0
KANDLA - MUMBAI,2019,8,4424.0
KANDLA - MUMBAI,2019,9,4162.0
KANDLA - MUMBAI,2019,10,4574.0
KANDLA - MUMBAI,2019,11,3718.0
KANDLA - MUMBAI,2019,12,4712.0
KANDLA - MUMBAI,2020,1,4577.0
KANDLA - MUMBAI,2020,2,4484.0
KANDLA - MUMBAI,2020,3,2943.0
KANDLA - MUMBAI,2020,8,911.0
KANDLA - MUMBAI,2020,9,3609.0
KANDLA - MUMBAI,2020,10,4193.0
KANDLA - MUMBAI,2020,11,4029.0
KANDLA - MUMBAI,2020,12,3702.0
KANDLA - MUMBAI,2021,1,4415.0
KANDLA - MUMBAI,2021,2,4045.0
KANDLA - MUMBAI,2021,3,4042.0
KANDLA - MUMBAI,2021,4,2028.0
KANDLA - MUMBAI,2021,6,2898.0
KANDLA - MUMBAI,2021,7,2944.0
KANDLA - MUMBAI,2021,8,4261.0
KANDLA - MUMBAI,2021,9,4389.0
KANDLA - MUMBAI,2021,10,4440.0
KANDLA - MUMBAI,2021,11,3624.0
KANDLA - MUMBAI,2021,12,6049.0
KANDLA - MUMBAI,2022,1,5210.0
KANDLA - MUMBAI,2022,2,6200.0
KANDLA - MUMBAI,2022,3,6634.0
KANDLA - MUMBAI,2022,4,4533.0
KANDLA - MUMBAI,2022,5,4512.0
KANDLA - MUMBAI,2022,6,4417.0
KANDLA - MUMBAI,2022,7,3947.0
KANDLA - MUMBAI,2022,8,4849.0
KANDLA - MUMBAI,2022,9,4726.0
KANDLA - MUMBAI,2022,10,4501.0
KANDLA - MUMBAI,2022,11,5259.0
KANDLA - MUMBAI,2022,12,5267.0
KANDLA - MUMBAI,2023,1,5176.0
KANDLA - MUMBAI,2023,2,4486.0
KANDLA - MUMBAI,2023,3,4426.0
KANDLA - MUMBAI,2023,4,4426.0
KANDLA - MUMBAI,2023,5,4342.0
KANDLA - MUMBAI,2023,6,3356.0
KANDLA - MUMBAI,2023,7,3789.0
KANDLA - MUMBAI,2023,8,3911.0
KANDLA - MUMBAI,2023,9,4383.0
KANDLA - MUMBAI,2023,10,3364.0
KANDLA - MUMBAI,2023,11,4716.0
KANDLA - MUMBAI,2023,12,4900.0
KANDLA - MUMBAI,2024,1,4818.0
KANDLA - MUMBAI,2024,2,4419.0
KANDLA - MUMBAI,2024,3,3979.0
KANDLA - MUMBAI,2024,4,3467.0
KANDLA - MUMBAI,2024,6,1247.0
KANDLA - MUMBAI,2024,7,2582.0
KANDLA - MUMBAI,2024,8,1922.0
KANDLA - MUMBAI,2024,9,1960.0
KANDLA - MUMBAI,2024,10,3028.0
KANDLA - MUMBAI,2024,11,4526.0
KANDLA - MUMBAI,2024,12,4718.0
KANDLA - MUMBAI,2025,1,4807.0
KANDLA - MUMBAI,2025,2,4181.0
KANDLA - MUMBAI,2025,3,3667.0
KANDLA - MUMBAI,2025,4,2511.0
KANDLA - MUMBAI,2025,5,1278.0
KANDLA - MUMBAI,2025,6,1375.0
KANDLA - MUMBAI,2025,7,2240.0
KANDLA - MUMBAI,2025,8,2252.0
KANDLA - MUMBAI,2025,9,2829.0
KANDLA - MUMBAI,2025,10,3032.0
KANDLA - MUMBAI,2025,11,2905.0
KANDLA - MUMBAI,2025,12,3045.0
KANDLA - MUMBAI (MUMBAI),2026,1,2765.0
KANDLA - MUMBAI (MUMBAI),2026,2,3020.0
KANDLA - MUMBAI (MUMBAI),2026,3,2148.0
KANDLA - MUMBAI (MUMBAI),2026,4,1024.0
KANDLA - NASIK,2019,11,43.0
KANDLA - NASIK,2019,12,158.0
KANDLA - NASIK,2020,1,160.0
KANDLA - NASIK,2020,2,221.0
KANDLA - NASIK,2020,3,39.0
KANDLA - NASIK,2020,6,25.0
KANDLA - NASIK,2020,7,35.0
KANNUR - KOCHI,2019,3,269.0
KANNUR - KOCHI,2019,4,8016.0
KANNUR - KOCHI,2019,5,8052.0
KANNUR - KOCHI,2019,6,6761.0
KANNUR - KOCHI,2019,7,7177.0
KANNUR - KOCHI,2019,8,6677.0
KANNUR - KOCHI,2019,9,7469.0
KANNUR - KOCHI,2019,10,7149.0
KANNUR - KOCHI,2019,11,7639.0
KANNUR - KOCHI,2019,12,8714.0
KANNUR - KOCHI,2020,1,8704.0
KANNUR - KOCHI,2020,2,7500.0
KANNUR - KOCHI,2020,3,3843.0
KANNUR - KOCHI,2020,5,143.0
KANNUR - KOCHI,2020,6,616.0
KANNUR - KOCHI,2020,7,88.0
KANNUR - KOCHI,2020,8,390.0
KANNUR - KOCHI,2020,9,684.0
KANNUR - KOCHI,2020,10,788.0
KANNUR - KOCHI,2020,11,898.0
KANNUR - KOCHI,2020,12,10308.0
KANNUR - KOCHI,2021,1,1437.0
KANNUR - KOCHI,2021,2,1266.0
KANNUR - KOCHI,2021,3,1710.0
KANNUR - KOCHI,2021,4,2827.0
KANNUR - KOCHI,2021,6,1969.0
KANNUR - KOCHI,2021,7,3117.0
KANNUR - KOCHI,2021,8,3291.0
KANNUR - KOCHI,2021,9,3534.0
KANNUR - KOCHI,2021,10,3955.0
KANNUR - KOCHI,2021,11,3959.0
KANNUR - KOCHI,2021,12,4243.0
KANNUR - KOCHI,2022,1,3231.0
KANNUR - KOCHI,2022,2,2114.0
KANNUR - KOCHI,2022,3,4073.0
KANNUR - KOCHI,2022,4,4375.0
KANNUR - KOCHI,2022,5,4535.0
KANNUR - KOCHI,2022,6,3582.0
KANNUR - KOCHI,2022,7,4030.0
KANNUR - KOCHI,2022,8,4009.0
KANNUR - KOCHI,2022,9,3831.0
KANNUR - KOCHI,2022,10,2931.0
KANNUR - KOCHI,2022,11,2519.0
KANNUR - KOCHI,2022,12,3341.0
KANNUR - KOCHI,2023,1,3538.0
KANNUR - KOCHI,2023,2,3502.0
KANNUR - KOCHI,2023,3,3504.0
KANNUR - KOCHI,2023,4,3977.0
KANNUR - KOCHI,2023,5,4221.0
KANNUR - KOCHI,2023,6,3413.0
KANNUR - KOCHI,2023,7,3580.0
KANNUR - KOCHI,2023,8,3869.0
KANNUR - KOCHI,2023,9,3423.0
KANNUR - KOCHI,2023,10,3068.0
KANNUR - KOCHI,2023,11,3641.0
KANNUR - KOCHI,2023,12,3897.0
KANNUR - KOCHI,2024,1,3895.0
KANNUR - KOCHI,2024,2,3016.0
KANNUR - KOCHI,2024,3,2599.0
KANNUR - KOCHI,2024,4,3175.0
KANNUR - KOCHI,2024,6,2645.0
KANNUR - KOCHI,2024,7,3008.0
KANNUR - KOCHI,2024,8,3008.0
KANNUR - KOCHI,2024,9,2532.0
KANNUR - KOCHI,2024,10,2108.0
KANNUR - KOCHI,2024,11,2243.0
KANNUR - KOCHI,2024,12,2865.0
KANNUR - KOCHI,2025,1,2999.0
KANNUR - KOCHI,2025,2,2506.0
KANNUR - KOCHI,2025,3,2523.0
KANNUR - KOCHI,2025,4,2766.0
KANNUR - KOCHI,2025,5,2969.0
KANNUR - KOCHI,2025,6,2274.0
KANNUR - KOCHI,2025,7,2349.0
KANNUR - KOCHI,2025,8,2415.0
KANNUR - KOCHI,2025,9,2884.0
KANNUR - KOCHI,2025,10,2544.0
KANNUR - KOCHI,2025,11,2741.0
KANNUR - KOCHI,2025,12,2850.0
KANNUR - KOCHI,2026,1,3361.0
KANNUR - KOCHI,2026,2,2182.0
KANNUR - KOCHI,2026,3,1598.0
KANNUR - KOCHI,2026,4,2506.0
KANNUR - KOZHIKODE,2019,4,368.0
KANNUR - KOZHIKODE,2019,5,168.0
KANNUR - KOZHIKODE,2019,6,106.0
KANNUR - KOZHIKODE,2019,7,108.0
KANNUR - KOZHIKODE,2019,8,84.0
KANNUR - KOZHIKODE,2019,9,83.0
KANNUR - KOZHIKODE,2019,10,124.0
KANNUR - KOZHIKODE,2019,11,131.0
KANNUR - KOZHIKODE,2019,12,132.0
KANNUR - KOZHIKODE,2020,1,98.0
KANNUR - KOZHIKODE,2020,2,380.0
KANNUR - KOZHIKODE,2020,3,268.0
KANNUR - KOZHIKODE,2020,7,5.0
KANNUR - KOZHIKODE,2020,8,1.0
KANNUR - KOZHIKODE,2020,9,3.0
KANNUR - KOZHIKODE,2020,10,3.0
KANNUR - KOZHIKODE,2020,11,15.0
KANNUR - KOZHIKODE,2020,12,9.0
KANNUR - KOZHIKODE,2021,1,9.0
KANNUR - KOZHIKODE,2021,2,5.0
KANNUR - KOZHIKODE,2021,3,10.0
KANNUR - KOZHIKODE,2021,4,3.0
KANNUR - KOZHIKODE,2021,6,4.0
KANNUR - KOZHIKODE,2021,7,14.0
KANNUR - KOZHIKODE,2021,8,6.0
KANNUR - KOZHIKODE,2021,9,1.0
KANNUR - KOZHIKODE,2021,10,1.0
KANNUR - KOZHIKODE,2021,12,12.0
KANNUR - KOZHIKODE,2022,1,14.0
KANNUR - KOZHIKODE,2022,2,14.0
KANNUR - KOZHIKODE,2022,3,35.0
KANNUR - KOZHIKODE,2022,4,192.0
KANNUR - KOZHIKODE,2022,5,85.0
KANNUR - KOZHIKODE,2022,6,58.0
KANNUR - KOZHIKODE,2022,7,68.0
KANNUR - KOZHIKODE,2022,8,118.0
KANNUR - KOZHIKODE,2022,9,193.0
KANNUR - KOZHIKODE,2022,10,93.0
KANNUR - KOZHIKODE,2022,11,133.0
KANNUR - KOZHIKODE,2022,12,149.0
KANNUR - KOZHIKODE,2023,1,140.0
KANNUR - KOZHIKODE,2023,2,110.0
KANNUR - KOZHIKODE,2025,5,170.0
KANNUR - KOZHIKODE,2025,6,140.0
KANNUR - KOZHIKODE,2025,7,228.0
KANNUR - MANGALORE,2021,9,119.0
KANNUR - MANGALORE,2022,2,258.0
KANNUR - MANGALORE,2022,5,77.0
KANNUR - MANGALORE,2023,2,63.0
KANNUR - MANGALORE,2023,5,165.0
KANNUR - MANGALORE,2023,10,135.0
KANNUR - MANGALORE,2024,2,119.0
KANNUR - MANGALORE,2025,3,167.0
KANNUR - MANGALORE,2025,10,264.0
KANNUR - MUMBAI,2019,1,5967.0
KANNUR - MUMBAI,2019,2,8774.0
KANNUR - MUMBAI,2019,3,10278.0
KANNUR - MUMBAI,2019,4,20940.0
KANNUR - MUMBAI,2019,5,21402.0
KANNUR - MUMBAI,2019,6,17020.0
KANNUR - MUMBAI,2019,7,15992.0
KANNUR - MUMBAI,2019,8,18820.0
KANNUR - MUMBAI,2019,9,15077.0
KANNUR - MUMBAI,2019,10,14923.0
KANNUR - MUMBAI,2019,11,7234.0
KANNUR - MUMBAI,2019,12,8942.0
KANNUR - MUMBAI,2020,1,9364.0
KANNUR - MUMBAI,2020,2,9239.0
KANNUR - MUMBAI,2020,3,5569.0
KANNUR - MUMBAI,2020,7,733.0
KANNUR - MUMBAI,2020,9,551.0
KANNUR - MUMBAI,2020,10,157.0
KANNUR - MUMBAI,2020,11,5036.0
KANNUR - MUMBAI,2020,12,9360.0
KANNUR - MUMBAI,2021,1,7487.0
KANNUR - MUMBAI,2021,2,6964.0
KANNUR - MUMBAI,2021,3,6530.0
KANNUR - MUMBAI,2021,4,5560.0
KANNUR - MUMBAI,2021,6,1050.0
KANNUR - MUMBAI,2021,7,2018.0
KANNUR - MUMBAI,2021,8,1927.0
KANNUR - MUMBAI,2021,9,4210.0
KANNUR - MUMBAI,2021,10,5491.0
KANNUR - MUMBAI,2021,11,7614.0
KANNUR - MUMBAI,2021,12,6238.0
KANNUR - MUMBAI,2022,1,3347.0
KANNUR - MUMBAI,2022,2,2898.0
KANNUR - MUMBAI,2022,3,5616.0
KANNUR - MUMBAI,2022,4,7430.0
KANNUR - MUMBAI,2022,5,9277.0
KANNUR - MUMBAI,2022,6,4933.0
KANNUR - MUMBAI,2022,7,8027.0
KANNUR - MUMBAI,2022,8,11032.0
